                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.32431,                0.20259,                 0.8071,                0.36807,                0.15116,                 0.8172,                0.96552,                0.94971,                0.97962,                0.88231,                0.43331,                0.24333,                0.81234,                0.49676,                0.22162,                0.82409,               0.000911,               0.000911,               0.000911
                    113,                0.32539,                 0.2044,                0.80349,                0.36649,                0.15504,                0.81059,                 0.9539,                0.93787,                0.97681,                0.87339,                0.46684,                0.28082,                0.83245,                0.53174,                0.28223,                0.84691,              0.0009011,              0.0009011,              0.0009011
                    114,                0.32749,                0.20491,                0.80415,                0.37063,                0.14837,                0.81466,                0.96736,                0.93399,                0.97459,                0.88553,                0.42853,                0.24721,                0.81354,                0.47994,                0.23518,                0.82359,              0.0008912,              0.0008912,              0.0008912
                    115,                0.31882,                 0.2012,                0.79705,                0.36153,                0.15415,                0.80494,                0.95352,                0.93987,                0.97583,                 0.8743,                0.44963,                0.26992,                0.82303,                0.51806,                0.27791,                0.83976,              0.0008813,              0.0008813,              0.0008813
                    116,                0.32217,                0.19982,                0.80074,                0.36231,                0.14773,                0.80823,                0.95488,                0.92053,                0.97511,                0.87977,                0.43929,                0.26889,                0.81608,                0.49869,                0.28261,                0.82884,              0.0008714,              0.0008714,              0.0008714
                    117,                 0.3206,                0.20494,                0.80092,                0.36376,                0.15189,                0.81041,                0.96522,                0.93787,                0.97586,                0.88429,                0.42533,                0.25254,                0.80826,                0.49193,                0.24611,                0.82073,              0.0008615,              0.0008615,              0.0008615
                    118,                0.32699,                0.20873,                0.80378,                0.37513,                0.15643,                0.81369,                0.96654,                0.94216,                0.97659,                0.88238,                0.42825,                0.25271,                0.81091,                0.49068,                0.23951,                0.82458,              0.0008516,              0.0008516,              0.0008516
                    119,                0.31538,                0.20182,                0.80266,                0.35759,                0.15167,                0.81085,                0.93881,                0.94124,                0.97192,                0.87202,                0.45089,                0.27916,                 0.8281,                0.51544,                 0.3036,                0.84248,              0.0008417,              0.0008417,              0.0008417
                    120,                0.32107,                 0.2037,                0.80421,                0.36992,                0.14953,                0.81536,                0.95471,                0.94411,                0.97435,                0.87651,                  0.443,                  0.264,                0.82117,                 0.5099,                0.27275,                0.83023,              0.0008318,              0.0008318,              0.0008318
                    121,                 0.3169,                0.20053,                0.80734,                0.36418,                0.15195,                0.81783,                0.95287,                0.94305,                0.97245,                0.87349,                0.44585,                0.26773,                0.82695,                0.51748,                0.28116,                0.84062,              0.0008219,              0.0008219,              0.0008219
                    122,                0.30302,                0.19341,                0.80107,                0.34881,                0.14339,                0.81242,                0.97038,                 0.9415,                0.97564,                 0.8855,                0.42552,                0.24404,                0.81488,                0.48431,                0.24431,                0.82477,               0.000812,               0.000812,               0.000812
                    123,                0.31799,                0.20106,                0.80125,                0.36364,                0.15574,                0.80961,                0.94985,                0.94512,                 0.9745,                0.87711,                0.44841,                0.26359,                0.82116,                0.51299,                 0.2567,                 0.8349,              0.0008021,              0.0008021,              0.0008021
                    124,                0.31826,                0.19935,                0.80466,                 0.3648,                0.15569,                0.81401,                0.95325,                0.95007,                0.97624,                0.88494,                0.42721,                0.24513,                0.81567,                0.48647,                0.24185,                0.82639,              0.0007922,              0.0007922,              0.0007922
                    125,                0.30653,                0.19372,                0.79947,                0.34553,                0.14962,                0.80873,                0.96195,                 0.9459,                0.97641,                 0.8789,                0.43568,                0.26119,                0.82422,                0.50022,                0.26247,                0.83638,              0.0007823,              0.0007823,              0.0007823
                    126,                0.30269,                0.18856,                0.79523,                0.34801,                0.14418,                0.80435,                0.95808,                0.94564,                0.97224,                0.87823,                0.43047,                0.25809,                0.81819,                0.49371,                0.26747,                0.83104,              0.0007724,              0.0007724,              0.0007724
                    127,                0.30945,                 0.1922,                0.80004,                0.35299,                0.14366,                0.80761,                0.96261,                0.94616,                0.97567,                0.88599,                0.42221,                0.24397,                0.81392,                0.47951,                0.25007,                0.82305,              0.0007625,              0.0007625,              0.0007625
                    128,                0.31112,                0.19282,                0.80075,                0.35728,                0.14551,                0.80912,                0.97093,                0.94255,                0.97566,                0.88635,                 0.4259,                0.25072,                0.81384,                0.48187,                0.25347,                0.82472,              0.0007526,              0.0007526,              0.0007526
                    129,                0.31082,                0.19244,                0.80499,                0.35718,                0.14605,                 0.8159,                0.96818,                 0.9453,                0.97223,                0.88347,                0.42313,                0.24734,                0.81649,                0.48295,                0.25395,                0.82812,              0.0007427,              0.0007427,              0.0007427
                    130,                0.31041,                0.19313,                0.80545,                0.35466,                0.14853,                0.81521,                0.95232,                0.94621,                0.97111,                0.87854,                0.43925,                0.26316,                0.83082,                0.49459,                0.29442,                0.83877,              0.0007328,              0.0007328,              0.0007328
                    131,                0.31223,                0.19591,                0.79595,                0.35386,                0.15155,                0.80422,                0.95762,                0.95237,                0.97281,                0.88055,                 0.4374,                 0.2495,                  0.821,                0.49714,                0.26958,                0.83222,              0.0007229,              0.0007229,              0.0007229
                    132,                0.30762,                0.19461,                0.79598,                0.34403,                0.14545,                0.80377,                 0.9629,                0.94074,                 0.9745,                0.87885,                0.44256,                  0.255,                0.82059,                0.50292,                0.26566,                0.83306,               0.000713,               0.000713,               0.000713
                    133,                 0.3056,                0.19124,                0.80111,                0.34671,                0.14941,                0.80899,                0.95754,                0.95165,                0.97971,                0.88847,                0.42648,                0.24142,                0.81588,                0.48439,                0.23676,                0.82707,              0.0007031,              0.0007031,              0.0007031
                    134,                0.29944,                0.18724,                0.79818,                0.33289,                0.14361,                0.80531,                0.96257,                0.95192,                0.97365,                0.88453,                0.42354,                0.24448,                0.80923,                0.47827,                0.26644,                0.81863,              0.0006932,              0.0006932,              0.0006932
                    135,                0.30625,                0.19017,                0.79582,                0.34878,                0.14901,                 0.8053,                0.96959,                0.92437,                0.97654,                0.88346,                0.42708,                0.25117,                0.81541,                0.47631,                0.27614,                0.82051,              0.0006833,              0.0006833,              0.0006833
                    136,                0.30682,                 0.1935,                0.79829,                0.35018,                 0.1462,                0.80677,                0.96897,                0.93114,                0.97598,                0.88135,                0.43655,                0.25675,                0.81638,                0.49064,                0.28849,                0.82429,              0.0006734,              0.0006734,              0.0006734
                    137,                0.29855,                0.18932,                 0.8009,                0.33938,                0.14497,                0.80941,                 0.9518,                0.93038,                0.97515,                0.86856,                0.45606,                0.28227,                0.84078,                0.52189,                0.31692,                0.85678,              0.0006635,              0.0006635,              0.0006635
                    138,                 0.2988,                0.18623,                0.80427,                0.34216,                0.14723,                0.81154,                0.95777,                0.93349,                0.97134,                0.87778,                0.43503,                0.25726,                0.82371,                0.49686,                  0.288,                0.83715,              0.0006536,              0.0006536,              0.0006536
                    139,                0.29783,                0.18633,                0.79721,                0.34068,                0.14317,                0.80513,                0.93949,                0.90914,                0.95655,                0.84582,                 0.4812,                  0.308,                0.86188,                 0.5642,                0.39612,                0.87799,              0.0006437,              0.0006437,              0.0006437
                    140,                0.29933,                0.18762,                0.79926,                0.33889,                0.14605,                 0.8084,                0.95936,                0.94797,                0.96879,                0.87842,                0.42613,                0.24791,                0.81453,                0.48993,                0.25107,                0.82974,              0.0006338,              0.0006338,              0.0006338
                    141,                0.29409,                0.18598,                0.79578,                0.33575,                0.14561,                0.80531,                0.94962,                0.94654,                0.97247,                0.87536,                0.43556,                0.25926,                0.82321,                0.50274,                0.28121,                0.83784,              0.0006239,              0.0006239,              0.0006239
                    142,                0.29546,                0.18768,                0.79782,                0.33414,                0.14037,                0.80547,                0.96467,                0.94771,                0.97571,                0.88506,                 0.4234,                0.24473,                0.80964,                0.47973,                0.25156,                0.82039,               0.000614,               0.000614,               0.000614
                    143,                0.29991,                0.18866,                0.79403,                0.33426,                0.13555,                0.80105,                0.95715,                0.94251,                0.97021,                0.87912,                0.42406,                0.24745,                0.81545,                0.48025,                 0.2544,                0.82463,              0.0006041,              0.0006041,              0.0006041
                    144,                0.29658,                0.18512,                 0.8019,                  0.335,                0.13756,                0.80842,                0.95844,                0.95392,                0.97577,                0.88351,                0.42676,                0.24303,                0.81398,                0.47873,                0.24429,                0.82139,              0.0005942,              0.0005942,              0.0005942
                    145,                0.29494,                0.18398,                0.79746,                0.33139,                0.13569,                 0.8047,                0.95768,                0.94318,                0.97592,                0.88274,                0.42803,                0.24932,                0.81636,                0.48444,                0.25946,                0.82549,              0.0005843,              0.0005843,              0.0005843
                    146,                0.29687,                0.18355,                0.80058,                 0.3352,                0.13535,                0.80884,                0.96197,                0.95082,                0.97511,                0.88267,                0.42268,                0.24061,                0.81811,                0.48126,                0.24806,                0.82921,              0.0005744,              0.0005744,              0.0005744
                    147,                0.28702,                0.17891,                0.79701,                0.32167,                0.13342,                0.80454,                0.95731,                0.95211,                0.97116,                 0.8803,                0.42644,                0.23926,                0.81642,                0.47911,                0.26142,                0.82452,              0.0005645,              0.0005645,              0.0005645
                    148,                0.29103,                0.18046,                0.79479,                0.33081,                0.13986,                0.80152,                0.96372,                0.93527,                 0.9745,                0.88161,                 0.4273,                0.24658,                0.81407,                0.48051,                0.27122,                0.82401,              0.0005546,              0.0005546,              0.0005546
                    149,                0.29638,                0.18243,                0.79885,                 0.3348,                0.13851,                0.80645,                0.95287,                0.94739,                0.96987,                0.87816,                0.42676,                0.24383,                0.82136,                0.48729,                  0.262,                0.83098,              0.0005447,              0.0005447,              0.0005447
                    150,                0.29222,                0.17974,                0.79642,                0.32863,                0.13145,                0.80366,                 0.9607,                0.94771,                0.97616,                0.88275,                 0.4233,                0.24535,                0.82064,                0.48231,                0.24947,                0.82939,              0.0005348,              0.0005348,              0.0005348
                    151,                0.29698,                0.18493,                0.79282,                0.34098,                0.14356,                 0.8002,                0.96881,                0.94874,                0.97482,                 0.8878,                0.41394,                0.23538,                0.81246,                0.46793,                0.24491,                0.82028,              0.0005249,              0.0005249,              0.0005249
                    152,                0.29675,                0.18477,                0.79953,                0.33505,                0.13968,                0.80726,                0.96137,                0.94305,                0.97571,                0.88161,                0.42409,                0.25081,                0.81933,                0.48413,                0.26144,                0.82858,               0.000515,               0.000515,               0.000515
                    153,                0.28904,                0.18108,                0.79633,                0.32422,                 0.1365,                0.80275,                0.95701,                0.95289,                0.97482,                0.88465,                0.42441,                0.24908,                0.81713,                0.48402,                0.25127,                0.83075,              0.0005051,              0.0005051,              0.0005051
                    154,                 0.2928,                0.17966,                0.80022,                0.32671,                0.13666,                0.80608,                0.96535,                0.94465,                0.97851,                0.88972,                0.42293,                0.24646,                 0.8198,                0.47828,                0.24483,                0.83052,              0.0004952,              0.0004952,              0.0004952
                    155,                0.28557,                0.17675,                0.79263,                0.31965,                0.13561,                0.79994,                0.96923,                0.94771,                0.97875,                0.89165,                0.41381,                0.23365,                0.81001,                0.46293,                0.23473,                 0.8169,              0.0004853,              0.0004853,              0.0004853
                    156,                0.29021,                0.18084,                0.79773,                0.32535,                0.13968,                0.80469,                0.97499,                0.94719,                0.97512,                0.88916,                0.41479,                 0.2326,                0.80914,                0.46622,                0.23705,                0.81563,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.2806,                0.17701,                0.79039,                0.31828,                0.13129,                0.79781,                0.96533,                0.95159,                0.97567,                0.88994,                0.41407,                0.23309,                0.80983,                0.46443,                0.23013,                0.81692,              0.0004655,              0.0004655,              0.0004655
                    158,                0.27965,                0.17528,                0.79385,                0.31219,                0.12551,                0.80093,                0.96575,                0.95444,                0.97774,                0.88827,                0.42492,                0.24054,                0.81322,                0.48024,                0.24148,                 0.8235,              0.0004556,              0.0004556,              0.0004556
                    159,                0.28494,                0.17596,                0.79611,                0.31799,                0.13053,                0.80204,                 0.9687,                0.95334,                0.97535,                0.88909,                0.41902,                0.23447,                0.80863,                0.46896,                0.23289,                0.81761,              0.0004457,              0.0004457,              0.0004457
                    160,                0.28492,                0.17634,                0.79531,                 0.3227,                0.13229,                0.80296,                0.96412,                0.94667,                0.97352,                0.88221,                0.43198,                0.25831,                0.82331,                0.48774,                0.26402,                0.83262,              0.0004358,              0.0004358,              0.0004358
                    161,                0.28462,                0.17614,                0.79351,                0.31992,                 0.1265,                0.80158,                0.96447,                0.95159,                0.97333,                0.88287,                 0.4254,                0.25051,                0.81939,                0.48041,                0.26521,                0.82733,              0.0004259,              0.0004259,              0.0004259
                    162,                0.28614,                0.17922,                0.79264,                0.32133,                0.13493,                0.79967,                0.96152,                0.94693,                0.97411,                0.88397,                0.42204,                0.25062,                0.81843,                 0.4822,                 0.2581,                0.82924,               0.000416,               0.000416,               0.000416
                    163,                0.28233,                0.17607,                0.79788,                0.31857,                0.13117,                0.80589,                0.95709,                0.95281,                0.97208,                0.87986,                0.43824,                0.25318,                0.82337,                0.49305,                0.27689,                 0.8327,              0.0004061,              0.0004061,              0.0004061
                    164,                0.28038,                0.17234,                0.79362,                0.31461,                0.12966,                0.79959,                0.97025,                0.94823,                0.97559,                0.88375,                0.42853,                0.24255,                 0.8233,                0.48113,                0.25359,                0.83006,              0.0003962,              0.0003962,              0.0003962
                    165,                0.27713,                0.17243,                0.79423,                0.31148,                0.13207,                0.80039,                0.96149,                0.95315,                0.97577,                0.88627,                0.42195,                0.24587,                0.82022,                0.47428,                0.25918,                0.82739,              0.0003863,              0.0003863,              0.0003863
                    166,                 0.2768,                 0.1724,                 0.7934,                0.31354,                0.12804,                0.79997,                0.96073,                0.93839,                0.97358,                0.88099,                0.42939,                0.26121,                0.83091,                0.48271,                0.29081,                0.83696,              0.0003764,              0.0003764,              0.0003764
                    167,                  0.274,                0.16955,                0.79076,                0.30731,                0.12238,                0.79832,                0.97099,                0.94616,                0.97555,                 0.8892,                0.41755,                 0.2418,                0.81644,                0.46558,                0.25216,                0.82345,              0.0003665,              0.0003665,              0.0003665
                    168,                0.27457,                0.17144,                0.78879,                 0.3072,                0.12339,                 0.7949,                0.96343,                0.94408,                0.97775,                0.89219,                0.41674,                0.24467,                0.81589,                0.46967,                0.26565,                0.82268,              0.0003566,              0.0003566,              0.0003566
                    169,                0.27606,                0.17026,                0.79784,                0.31079,                0.12298,                0.80441,                0.96484,                0.94484,                 0.9775,                0.88844,                0.42302,                0.24974,                0.81781,                0.47499,                0.26993,                0.82543,              0.0003467,              0.0003467,              0.0003467
                    170,                0.28483,                0.17763,                0.79676,                0.32175,                0.13591,                 0.8034,                0.96343,                0.93373,                0.97976,                0.88939,                0.43057,                0.25645,                0.82235,                0.48449,                0.27958,                0.83124,              0.0003368,              0.0003368,              0.0003368
                    171,                0.27721,                0.17369,                  0.795,                0.31079,                0.13024,                0.80232,                0.96209,                0.93951,                0.97794,                 0.8931,                0.42077,                0.24441,                0.81566,                 0.4643,                0.26019,                0.82231,              0.0003269,              0.0003269,              0.0003269
                    172,                0.26418,                  0.166,                0.79297,                0.29516,                0.12419,                0.79922,                0.96399,                0.94931,                0.97557,                0.89146,                0.41936,                0.24354,                0.82098,                0.46826,                0.26332,                0.82752,               0.000317,               0.000317,               0.000317
                    173,                0.27262,                0.16906,                0.79994,                0.30661,                0.12718,                0.80806,                0.96449,                0.95185,                0.97695,                0.89401,                 0.4139,                0.23577,                0.81667,                0.46197,                0.24922,                0.82306,              0.0003071,              0.0003071,              0.0003071
                    174,                0.27613,                0.17075,                0.79319,                0.30634,                0.12918,                0.79855,                0.96596,                0.94098,                0.97501,                0.89196,                0.41273,                0.23777,                0.81519,                0.46646,                0.24891,                0.82379,              0.0002972,              0.0002972,              0.0002972
                    175,                0.26722,                0.16446,                0.79581,                0.29793,                0.12502,                 0.8023,                0.97033,                0.95133,                0.97377,                0.89325,                0.41029,                0.22949,                0.81109,                0.45703,                0.24028,                0.81637,              0.0002873,              0.0002873,              0.0002873
                    176,                0.26518,                0.16596,                0.79215,                0.29554,                0.12653,                0.79954,                0.96576,                  0.949,                0.97583,                0.88959,                0.41703,                0.23097,                0.81676,                0.47027,                0.24304,                0.82531,              0.0002774,              0.0002774,              0.0002774
                    177,                 0.2732,                0.16583,                0.79536,                0.30807,                0.12717,                0.80395,                0.96681,                0.95625,                0.97738,                0.89178,                 0.4165,                0.22958,                0.81727,                0.47055,                0.23672,                0.82649,              0.0002675,              0.0002675,              0.0002675
                    178,                0.26235,                0.16331,                0.79317,                0.29315,                0.12201,                0.79867,                0.96715,                0.95281,                0.97794,                0.89181,                0.41317,                0.22819,                0.81545,                0.46605,                0.24232,                0.82252,              0.0002576,              0.0002576,              0.0002576
                    179,                0.26384,                0.16265,                0.78921,                0.29992,                0.12137,                0.79561,                0.96965,                0.95102,                0.97693,                0.89088,                0.41543,                0.23712,                0.81553,                0.47018,                0.24623,                0.82437,              0.0002477,              0.0002477,              0.0002477
                    180,                0.26286,                0.16149,                0.79224,                0.29584,                0.12074,                0.79831,                0.95997,                0.94363,                0.97466,                0.88649,                0.42284,                0.24902,                0.82127,                0.48298,                 0.2796,                0.83266,              0.0002378,              0.0002378,              0.0002378
                    181,                0.26847,                0.16457,                0.79229,                 0.3019,                0.12131,                0.79944,                0.96749,                0.95527,                0.97408,                0.88976,                0.41665,                0.23338,                0.81408,                0.47096,                0.25295,                0.82417,              0.0002279,              0.0002279,              0.0002279
                    182,                0.26825,                0.16671,                 0.7909,                0.30468,                0.12398,                0.79876,                0.96235,                0.95289,                0.97228,                 0.8839,                0.42387,                0.23958,                0.82253,                0.48246,                0.26868,                0.83432,               0.000218,               0.000218,               0.000218
                    183,                0.26832,                0.16201,                0.79005,                0.29905,                 0.1188,                0.79577,                0.96396,                0.95553,                0.97607,                0.88913,                0.41594,                0.23625,                0.81635,                0.46864,                 0.2586,                0.82559,              0.0002081,              0.0002081,              0.0002081
                    184,                0.27218,                0.16406,                0.79562,                0.30546,                0.12381,                0.80134,                0.96427,                0.95713,                0.97802,                0.89279,                0.41194,                0.22898,                0.81503,                0.46372,                0.24349,                0.82236,              0.0001982,              0.0001982,              0.0001982
                    185,                 0.2584,                0.15967,                0.79372,                 0.2902,                0.12296,                0.80088,                0.96227,                0.95732,                0.97807,                0.89039,                0.41908,                0.23144,                0.81801,                 0.4714,                0.24915,                0.82565,              0.0001883,              0.0001883,              0.0001883
                    186,                0.25951,                0.15931,                0.78965,                0.29223,                0.12204,                0.79717,                0.96572,                0.95531,                0.97856,                0.89417,                0.41048,                 0.2264,                0.81423,                0.45891,                0.24027,                0.82007,              0.0001784,              0.0001784,              0.0001784
                    187,                0.26192,                0.15938,                   0.79,                0.29524,                0.12066,                0.79488,                0.96656,                0.95599,                0.97776,                0.89439,                 0.4068,                0.22756,                0.81334,                0.45412,                0.24534,                0.81861,              0.0001685,              0.0001685,              0.0001685
                    188,                0.25716,                0.15567,                0.78955,                0.28892,                0.11483,                0.79558,                0.96407,                0.95853,                0.97595,                 0.8928,                0.40809,                0.22775,                0.81219,                0.45687,                0.24791,                0.81765,              0.0001586,              0.0001586,              0.0001586
                    189,                0.25425,                0.15511,                0.79069,                  0.285,                0.11851,                0.79742,                0.96582,                0.95099,                0.97695,                0.89179,                0.40831,                   0.23,                0.81313,                0.45618,                0.25552,                0.81863,              0.0001487,              0.0001487,              0.0001487
                    190,                 0.2557,                0.15516,                0.79058,                0.28412,                0.11383,                0.79638,                0.96671,                0.94434,                0.97624,                0.89083,                0.41187,                0.23272,                 0.8148,                0.46623,                0.26102,                0.82178,              0.0001388,              0.0001388,              0.0001388
                    191,                0.24294,                0.14769,                0.79212,                0.26045,                0.09731,                0.79624,                0.95449,                0.95015,                0.97753,                0.88561,                0.42572,                0.24481,                0.83227,                0.48149,                0.25888,                 0.8407,              0.0001289,              0.0001289,              0.0001289
                    192,                0.23001,                 0.1423,                0.77662,                0.24941,                0.09431,                0.78098,                0.96221,                0.94901,                0.97702,                0.88578,                0.42155,                  0.236,                0.82379,                0.47873,                0.24555,                0.83373,               0.000119,               0.000119,               0.000119
                    193,                0.23114,                0.13892,                0.78521,                0.24871,                0.09119,                0.78875,                 0.9534,                0.95832,                 0.9744,                0.88185,                0.42084,                0.23641,                0.81798,                0.48341,                0.26432,                0.82814,              0.0001091,              0.0001091,              0.0001091
                    194,                 0.2249,                0.13794,                0.77637,                0.24009,                0.08837,                0.77956,                0.95831,                0.95237,                0.97194,                0.88088,                0.41772,                0.23536,                0.81785,                0.48244,                0.26066,                0.83042,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.22329,                 0.1364,                0.78039,                0.23712,                0.08538,                0.78325,                0.95492,                0.95403,                0.97385,                 0.8836,                0.41557,                0.23391,                0.81792,                0.47863,                 0.2527,                0.82876,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.21717,                0.13371,                0.78119,                 0.2322,                0.08591,                0.78354,                 0.9584,                0.95211,                0.97537,                0.88463,                0.41562,                0.23313,                 0.8167,                0.47592,                0.25272,                0.82555,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.22591,                0.13663,                0.78139,                0.23942,                0.08723,                0.78462,                0.95516,                0.95393,                 0.9742,                0.88476,                0.41441,                0.23051,                 0.8163,                0.47462,                0.25249,                0.82523,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.22257,                0.13645,                0.77715,                0.23794,                0.08548,                0.77942,                0.95821,                0.95573,                0.97514,                0.88467,                0.41649,                0.23072,                0.81727,                0.48124,                0.25143,                0.82792,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.22019,                0.13448,                0.77548,                0.23399,                0.08641,                0.77744,                0.95898,                 0.9547,                0.97519,                0.88604,                0.41373,                0.22825,                 0.8159,                0.47423,                0.24685,                0.82532,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.22148,                 0.1364,                0.77476,                0.23485,                 0.0895,                0.77714,                0.96848,                0.94663,                0.97491,                0.88695,                 0.4101,                0.22598,                0.81502,                0.47191,                0.24666,                0.82463,               3.98e-05,               3.98e-05,               3.98e-05
